Determiner,Noun,2GramCount
the,priming,31
the,oat,31
the,oar,103
an,oak,380
the,weeds,715
an,aisle,150
an,oba,24
those,positive,42
the,festival,2228
the,oct,309
the,forklift,65
an,aversion,165
the,oca,53
an,exhibition,1567
an,elaboration,73
those,odd,64
the,ode,33
the,railroad,1867
an,uppercut,34
this,off,654
a,canter,32
a,sunset,260
a,termite,64
the,stasis,87
the,afterglow,129
the,anchorman,58
this,oil,214
a,rhinoceros,59
an,old,20330
an,antiseptic,80
the,crossroads,509
the,waking,143
the,interdependence,201
a,utopia,80
the,canton,127
a,cantor,23
the,flex,106
the,permafrost,96
the,visionaries,64
the,flea,227
the,ops,31
the,flax,27
the,flaw,173
the,ore,197
the,orb,59
this,flap,29
this,flat,84
the,consecration,78
this,flag,67
a,flak,58
a,taker,40
the,mountaintop,265
these,out,155
the,owl,580
a,packing,57
the,own,27
the,threshing,30
the,monograph,43
the,craft,1816
a,carburetor,47
the,humor,586
a,cyanide,24
the,crane,352
a,cramp,96
a,denomination,46
a,hangnail,38
the,vertigo,71
the,triage,74
this,beast,96
a,continuation,692
an,ogre,93
a,tightness,59
the,talus,40
a,canvas,558
the,craps,40
the,pat,152
the,par,92
the,pas,73
a,pap,26
the,pan,2945
the,pax,75
the,pay,1218
a,paw,119
the,pad,767
the,peeling,126
the,pal,46
the,pam,28
a,recycling,173
a,disruption,177
the,inception,275
the,crank,180
the,beard,366
the,pct,76
a,fundraiser,257
a,manuscript,342
the,pci,52
a,pea,168
a,squabble,51
the,pew,576
the,pet,570
a,crate,268
the,fatalities,64
the,beaux,28
a,beaut,35
the,peg,107
a,pee,48
a,pep,246
the,pen,1257
the,crash,2969
the,clincher,127
the,croton,24
a,tally,121
the,narwhal,54
the,pie,881
the,pic,38
the,caveman,65
a,doctrinaire,27
the,pix,30
the,result,17431
the,pil,58
a,pig,1135
the,pit,1928
the,resume,102
the,pip,37
a,pin,599
the,stubbornness,29
this,humanitarian,32
the,cotton,1145
this,charter,40
the,narcissus,56
the,concourse,167
the,timepiece,28
the,chihuahua,56
the,cigar,475
the,internalization,66
this,instance,1032
the,talon,40
a,pod,197
the,quarterly,184
the,flagging,52
the,referential,49
the,ppd,47
this,beach,145
a,pop,1037
the,hauler,41
the,pol,37
the,pox,40
the,cohesiveness,52
the,pow,108
a,pot,1786
this,audience,400
a,quickie,142
this,cabinet,65
the,reciprocity,55
a,come-on,48
these,private,178
the,armor,337
a,pro,1502
a,prp,43
the,pry,23
the,rotunda,310
the,crotch,251
the,pto,41
these,human,115
the,airports,305
the,pug,25
a,pub,274
a,pup,194
the,pun,164
the,pts,45
the,put,31
the,pus,52
these,tales,128
the,reconnection,24
this,crack,28
a,starch,26
the,crabs,197
this,conception,176
the,collateral,157
an,affiliate,186
a,halter,84
the,ringing,410
a,razor,472
a,hunky,36
a,gusher,46
a,defiance,23
the,exquisite,343
this,cooperative,47
a,privacy,147
a,reversion,52
the,rioting,115
an,equal,2231
the,cooperation,769
the,squeezing,27
the,intermediaries,27
the,craze,94
a,tribute,1339
a,misprint,38
a,staging,171
the,forecastle,32
a,paraprofessional,26
the,crawl,136
the,symbiosis,58
a,trading,347
the,tricolor,36
the,reinstatement,65
the,experimentation,49
the,newsies,117
the,senselessness,31
the,sabbath,130
the,gnawing,75
those,crazy,136
the,coronet,26
the,coroner,785
a,prussian,36
the,tamer,25
the,resident,797
this,terrorism,49
this,terrorist,95
the,riparian,68
the,scrubber,36
the,coronal,44
the,deceit,52
a,hesitancy,27
the,hunch,32
the,landscaping,132
the,dissonance,91
the,tribune,102
a,weasel,93
a,downgrade,23
a,ghoul,29
this,ghost,38
the,wellhead,65
a,horror,470
an,analogue,70
this,highway,60
the,foul,414
those,four,609
the,overhead,889
this,food,321
a,foot,2978
a,fool,2506
the,rap,618
the,ford,411
the,fore,751
the,fork,634
a,ram,87
the,ray,167
this,raw,67
this,rat,40
the,prenatal,92
a,groove,191
this,fort,24
the,raj,56
these,form,29
the,rag,287
the,rad,42
the,prerogative,136
the,censoring,23
a,thinning,37
the,hydrogen,535
a,circulation,210
the,rcd,31
this,statue,78
this,status,133
the,rev,31
the,heartland,628
the,res,36
a,rep,135
the,rex,101
a,ref,29
those,red,116
the,reb,43
the,rec,180
the,script,2528
an,adverb,25
the,fowl,35
the,ionization,41
a,rib,226
a,rig,85
a,rip,123
a,rim,115
an,imbecile,59
a,nonstarter,69
a,printout,127
the,aroma,504
the,foci,47
a,morale,61
a,molehill,28
the,rms,40
the,rudeness,42
the,rod,905
the,roe,78
the,brownstone,83
the,roc,49
the,advent,1983
a,hammock,216
the,roo,39
a,half-gallon,48
the,rom,25
the,row,1084
the,rot,94
the,rpm,51
a,squeaker,31
the,foam,543
the,foal,47
these,horses,75
the,stator,47
the,launcher,54
the,leprechaun,51
the,fold,640
a,morass,103
a,suntan,34
a,folk,359
the,rug,1281
the,rue,279
the,rub,361
those,run,37
the,scribe,124
the,rum,147
the,mishap,48
the,tattooist,35
the,fond,59
the,rut,411
a,font,77
the,tango,226
a,static,494
the,wearer,362
the,rye,188
the,individualism,49
a,cottonmouth,28
the,individualist,32
a,three-fold,23
the,individuality,121
a,foil,192
the,authorization,190
a,stutter,62
this,mineral,49
the,salesclerk,30
the,sap,182
this,vital,173
a,say,531
a,futon,71
the,saw,437
the,sax,148
the,sat,656
the,sag,38
the,sac,43
the,malice,36
the,methyl,28
those,rates,95
the,speeder,36
the,rater,53
this,ratio,147
the,fuller,112
an,sci,25
an,outboard,74
the,deuterium,31
this,set,644
a,ser,40
these,sex,47
a,see,35
the,sec,590
these,sea,23
the,sem,81
the,shy,282
the,lectionary,49
the,superhero,57
the,process,29959
those,six,254
the,freshness,178
the,huskies,397
the,sig,24
the,sip,79
the,sim,89
the,sin,497
a,pick-me-up,30
a,reducing,30
a,flicker,370
these,viruses,76
the,sky,18783
a,weapon,2309
the,ski,1789
the,popularization,45
the,halves,95
a,vista,129
the,parlour,42
a,reformer,234
the,lunchtime,75
a,waist-high,54
the,oomph,26
these,would-be,24
the,sod,149
the,tryst,24
a,sob,233
a,spa,378
this,visit,380
a,recluse,157
the,soy,145
the,corolla,59
a,sop,59
the,son,6173
the,sol,68
a,sow,93
a,pandora,123
a,sox,37
the,spp,128
the,spy,484
the,sri,217
the,visor,221
a,strainer,145
the,wintertime,173
an,std,128
a,turncoat,48
the,motivator,24
the,deliberation,58
the,baby-sitter,121
the,sub,496
a,sum,327
a,sun,308
a,sty,25
a,sus,66
this,stanza,25
the,surfacing,27
the,visas,66
the,studying,26
this,reading,281
a,clearer,618
the,retaliation,63
the,centralization,74
a,preemie,25
this,preparation,51
a,hermeneutics,26
a,herpetologist,26
the,okra,48
a,sarong,37
a,contempt,80
the,tap,528
the,tan,166
the,tal,35
the,taj,316
a,tax,4382
a,sensibility,84
the,tat,27
the,tau,40
the,tar,252
the,tai,58
a,tag,321
a,tad,797
a,tab,104
the,tbs,24
the,correspondence,360
the,matchbox,23
the,ten,2448
the,imperfection,28
a,tee,270
the,tea,2541
the,chlorophyll,29
an,aggregation,41
this,western,96
the,stillness,411
a,frat,86
the,fray,799
a,the,312
the,bullet,1767
the,tit,25
these,mechanical,24
the,tie,647
a,tic,58
the,tip,3739
a,tin,671
a,forecaster,31
the,weber,45
the,dalton,87
the,grandeur,266
the,gringos,45
the,pandemonium,53
the,toe,739
the,grotesque,270
the,toy,985
an,electron,354
a,ton,1714
the,nunnery,24
a,tom,227
a,tow,185
the,tot,24
these,top,164
the,elimination,1261
the,transcendence,86
the,trf,89
the,nutritionist,30
the,morgue,584
the,okay,55
a,try,1192
the,obscure,214
these,stands,26
the,cavities,50
the,tub,1553
the,ariel,30
a,tug,354
the,weave,156
a,crushing,280
the,collegium,40
this,newspaper,212
this,stance,155
the,tux,53
those,two,4814
the,videotape,791
the,stowaway,33
a,see-through,54
the,trellis,101
the,hydrocarbon,36
the,electric,2144
the,involvement,850
the,anxieties,159
this,method,1752
an,orthodontist,48
the,dorsum,23
a,bonefish,25
the,left-hander,69
the,wiring,292
a,sequel,516
this,unity,89
the,velcro,73
a,lakeside,62
a,blockage,81
the,cellulose,38
the,raven,118
the,blockade,348
the,spotter,38
the,outgroup,23
an,infielder,39
an,ordinance,244
the,technology,6291
the,acclaim,85
the,viking,376
the,quincy,57
the,annoyance,178
a,healthcare,152
a,taint,23
the,battlefield,1851
a,boomerang,71
a,fishbowl,68
the,quince,25
the,tails,194
the,celluloid,41
the,aesthetics,245
an,interim,752
the,spelling,331
the,cleverness,47
the,cannon,219
the,ump,46
the,union,6547
the,uni,26
an,airbrush,48
the,bovine,27
a,substitution,77
the,authenticity,457
a,redhead,137
the,use,26136
a,lioness,58
the,urn,180
the,taiga,43
the,novelist,473
a,slavery,24
a,dawning,38
the,ute,52
the,provisional,250
the,brethren,143
the,travail,23
the,platinum,151
a,sword,775
a,rebate,173
those,free,59
a,numbness,31
a,swoon,32
the,oxide,42
the,barstool,44
the,decade,2856
those,materials,123
the,surfing,44
the,chutzpah,41
the,city-state,48
the,nation-state,490
the,levant,130
an,administration,790
the,cider,177
the,van,3528
this,variability,73
the,vat,103
the,vas,31
the,heretofore,41
the,frog,717
the,scream,330
the,driveway,3158
the,outflow,131
the,meteor,155
a,vet,199
the,screen,10897
the,orchestration,50
a,backfire,23
a,vis,79
the,lancet,169
a,jillion,25
the,gantry,82
a,wedge,710
a,transaction,339
the,voc,64
a,staple,821
the,slammer,131
a,vow,359
the,odometer,118
a,canopy,328
this,sensitive,72
a,cobblestone,51
the,memorial,1077
the,pilgrim,136
the,jubilee,59
a,lipstick,112
the,omen,33
a,stethoscope,153
the,stapes,149
a,barricade,92
a,rejoinder,33
a,plaything,29
the,thinness,56
the,elation,66
a,calculator,211
the,employer,1237
an,employee,2086
a,herring,36
the,pudding,251
the,camouflage,72
the,omni,188
the,termination,376
a,wan,118
the,surveying,30
these,war,47
the,wad,108
the,inflection,39
the,nickname,855
the,expression,2449
a,way,40916
a,wax,144
the,narrowness,72
a,manufacturer,579
the,egalitarian,142
the,wen,29
a,surveillance,202
those,wet,30
these,web,60
a,grouch,28
the,quickening,64
the,wee,545
an,earnings,88
a,lifesaver,146
a,burgundy,87
the,onyx,33
these,protective,28
this,why,96
the,flesh,2210
the,wit,177
the,wiz,117
this,win,56
a,wig,345
the,tread,163
a,chaperone,63
the,onus,272
a,teetotaler,33
the,protection,2563
the,venting,24
the,rumbling,174
the,sludge,156
the,stripper,98
this,documentation,29
the,grandmaster,30
a,ground,948
the,wow,49
a,wok,130
the,won,66
the,misses,23
the,solicitation,60
this,interface,34
the,teakettle,50
the,fuck,2115
a,fitting,543
the,convocation,46
an,empathy,36
these,fuel,25
the,grandson,288
the,cemeteries,82
a,shattering,79
a,frisbee,33
the,sunfish,45
the,amplitude,147
a,grotto,38
a,cleaner,307
the,afterworld,29
a,euphemism,250
the,wye,79
a,fleck,44
the,vagabond,36
a,subsistence,76
these,schools,677
this,once,535
the,gentleness,60
this,subsection,28
the,dukes,51
a,bandstand,32
the,differentiation,165
a,catchall,67
the,registrar,169
the,pleadings,48
the,amount,15037
a,purebred,38
a,tumble,136
a,cobweb,33
the,nawab,59
the,conquistadores,23
a,charmer,95
the,preaching,124
the,missus,87
a,quitter,113
a,scalper,23
a,scalpel,204
the,persuasiveness,40
this,teacher,189
the,sommelier,44
a,fleet,664
the,preliminaries,76
a,charlie,50
the,ooze,71
an,arrowhead,39
a,swelling,110
a,detour,249
the,mallet,56
an,engraving,139
a,bedouin,23
the,subfloor,26
a,heavy-duty,233
a,pincer,25
the,altitude,292
the,deposition,367
an,introvert,65
the,tycoon,32
the,plasticity,42
the,herdsman,27
this,guarantee,26
the,open,10009
a,cookout,59
this,embarrassment,27
the,jugular,181
the,opal,34
the,decadence,70
a,confection,28
the,grouse,54
an,amnesiac,33
the,explorer,357
the,halibut,47
this,full,71
the,incense,151
a,precedent,643
the,sunflower,92
the,funk,97
a,fund,1239
the,tinnitus,68
a,triumvirate,28
a,dinosaur,400
a,trend,1977
a,yak,29
the,yap,45
a,yam,27
the,sagebrush,138
the,dismemberment,77
the,fuzz,79
a,scroll,132
the,treat,78
the,yen,416
the,yew,36
the,yes,195
the,guarantor,68
the,appetizer,87
the,fuse,264
the,episode,1093
the,fury,456
an,apostle,59
a,fuss,474
the,entirety,275
a,buyer,845
the,caesar,61
a,toothache,106
the,notepad,71
the,bravado,85
a,labyrinth,232
the,indecency,42
the,likeness,236
a,timer,196
the,predisposition,28
an,innkeeper,41
the,sensing,47
the,newborn,444
a,reformulation,24
a,straitjacket,99
a,retard,33
the,grower,85
the,insertion,200
a,pyrotechnic,27
a,timid,185
the,scholastic,181
a,loosening,46
a,foreshadowing,38
the,jigsaw,76
the,willpower,53
the,loyalties,28
the,elastic,315
a,hiking,115
an,allegiance,53
the,salespeople,97
a,firebrand,35
the,duchess,269
a,dunce,54
a,caterer,94
a,trifle,377
the,matinee,39
the,scotland,27
a,pornographer,40
a,guerilla,37
the,brilliant,998
a,dummy,291
a,businesswoman,116
a,polyurethane,33
the,dumps,127
this,immunity,26
the,originator,126
the,allergy,92
the,caning,31
the,canine,130
the,receptor,88
the,dynamism,140
the,expectancy,57
the,abandon,24
the,opus,45
a,dynamite,80
the,transistor,141
the,divinity,249
a,british,2578
a,headboard,38
a,sensitivity,213
the,zip,166
a,signature,669
the,evaporator,33
the,ketchup,126
the,snowman,140
the,directness,52
the,windlass,29
an,oral,628
the,cleanup,821
a,tinge,188
the,collapse,3251
the,falconer,36
the,sidecar,30
the,gendarmes,29
the,zoo,1371
the,rabbi,796
the,dormer,60
a,pants,38
the,panty,48
the,panga,23
the,neatness,29
a,choke,110
the,coursework,41
a,preface,88
a,choir,327
the,snarl,45
the,panic,626
those,dynamics,25
a,snare,109
this,sprawling,137
a,flick,228
the,orgy,43
the,incorporation,463
the,lesbian,297
the,druggist,48
a,tongue,280
the,legitimization,30
a,stopping,29
the,alienist,27
a,bucket,1160
the,schoolyard,273
the,matrilineage,27
a,sixteenth,41
the,skyway,55
the,snake,1728
the,charity,615
the,leavings,39
the,growth,6398
a,chariot,70
the,graffiti,201
a,mogul,78
a,panel,1844
a,hairpiece,26
the,ziggurat,28
a,panda,56
the,anchorage,85
the,banquette,46
a,snack,755
the,utility,1893
the,resentment,252
the,decking,31
the,magnesium,48
an,addict,349
the,stimuli,174
the,buckle,116
the,pliers,65
a,cappuccino,105
a,tentacle,80
a,psalm,33
a,snail,233
the,retail,1066
the,meaningfulness,56
the,offender,560
a,missionary,405
a,teleconference,56
a,pagan,161
the,vector,190
the,flair,51
the,sidebar,232
the,salaries,416
the,shrapnel,84
a,holster,95
a,steward,83
a,flake,100
a,pager,107
the,titanium,82
the,therapist,979
the,argument,5291
the,infield,404
the,colonies,604
the,salutation,32
the,flags,374
a,butch,26
the,flaps,150
the,onset,1831
the,durability,180
a,jetliner,47
the,maleness,36
the,paraphernalia,73
the,extractor,24
a,flare,209
the,paradise,98
this,flash,28
the,sixtieth,23
the,flask,192
a,smoothie,49
the,rattle,241
the,cassava,26
a,knight,332
the,flame,1177
the,flank,158
the,axillary,28
this,infrastructure,37
a,smoother,238
a,riser,25
this,threshold,64
the,prying,68
a,nasal,160
the,twelfth,456
this,answer,164
the,epistle,42
this,senator,44
a,poultice,59
a,millimeter,228
a,serpentine,70
the,fountain,986
a,bullshit,29
the,concurrence,72
the,category,1839
the,cashmere,44
the,gridiron,131
the,colonial,2379
the,nerves,491
the,flack,23
the,therapies,53
a,stirring,255
a,courtesan,37
the,wailing,175
the,secularism,26
a,secularist,37
the,democracies,88
the,plunder,45
a,demigod,29
the,variety,1599
the,frosting,111
the,depository,57
the,soybean,77
this,trash,33
a,signatory,113
a,toothbrush,244
the,wheeling,49
the,straight,979
the,machine,5178
the,parsonage,56
the,trawl,117
the,bravest,183
a,kilowatt,46
the,condemnation,155
the,parchment,177
a,tramp,136
the,undersecretary,109
the,encore,36
a,napoleon,41
the,seals,436
the,millstone,27
the,trait,332
the,apprenticeship,63
this,chick,73
the,pampering,26
the,foundering,30
a,carcinogen,87
an,owner,652
these,traps,30
the,waters,2489
a,conciliator,28
the,applicator,35
a,trans,26
the,rialto,106
the,tract,141
the,tyranny,393
the,urging,393
these,trade,51
a,suspension,320
the,dalles,33
a,trace,1370
this,track,152
the,texture,857
a,thickener,23
the,fortitude,101
the,spillover,64
the,wellington,46
the,flats,417
this,train,235
this,trail,139
the,dancing,720
the,butte,35
the,voltage,255
the,hovercraft,25
the,esquire,36
this,paradigm,188
the,infidel,86
the,earthquake,1441
the,bravery,129
those,scoring,41
the,rattan,33
a,protozoan,26
the,quarterback,1018
the,censorship,110
the,patriarchy,116
the,version,510
the,violator,106
the,passport,224
the,warfare,60
the,commuter,208
this,tiger,30
the,eligibility,209
the,manatee,79
the,surround,29
the,triennial,37
the,steeper,58
the,catechism,195
a,reasoning,30
a,supporter,552
the,macula,57
the,hypermedia,28
a,starfish,67
a,protester,46
a,neuroscientist,94
the,creaminess,23
the,families,4319
the,importer,49
the,multitude,399
those,companies,609
the,vibrations,241
a,sobbing,46
the,butternut,37
a,tailwind,29
a,marksman,35
the,mortise,35
a,veterinary,93
the,mocha,33
the,bagged,24
an,easing,61
the,companion,333
a,reelection,30
the,splendor,220
the,misuse,215
the,chief,8739
the,chico,24
the,subtitle,192
a,bird's-eye,129
the,organist,82
the,herdsmen,23
a,lotion,28
a,licorice,23
an,alarmist,46
a,quiver,100
a,closeness,81
a,half-inch,187
an,epistemology,29
a,steeple,51
a,riverbank,53
a,curmudgeon,35
the,china,476
the,chink,27
a,chime,47
those,familiar,159
the,betterment,191
the,repudiation,54
the,chimp,135
this,broadcast,567
these,child,27
the,glazing,92
the,moonlight,1143
a,chill,980
the,chili,184
the,chile,105
the,beatification,27
the,saxophonist,32
the,chirp,51
the,championship,1165
the,radioactivity,39
the,celebration,1265
the,politburo,181
this,over,853
a,modal,33
the,weaver,134
these,virtues,69
the,mister,78
a,great-grandson,25
the,sedan,207
the,gender,1511
an,oven,344
the,falsity,52
the,rivet,28
a,suspense,33
the,antipodes,42
the,organism,439
a,cooking,333
the,model,8482
the,modem,592
a,correlate,25
a,mansion,304
the,rival,475
a,rapture,25
the,prefect,36
a,scallop,40
these,cookies,74
the,river,15736
a,thimbleful,24
a,scholar,820
the,plug-in,36
the,temperance,98
a,talented,730
the,hawthorn,35
a,neurotransmitter,59
an,engineering,703
these,horrors,25
the,oval,2122
an,agronomist,25
this,behavior,705
the,resistance,1471
the,pains,185
a,pewter,58
a,paint,269
the,prophecy,174
a,pulling,39
the,torture,530
the,measures,1151
these,pairs,42
the,navel,149
the,thought,7062
the,jargon,185
the,indissolubility,23
the,wharves,43
a,flannel,144
the,opponent,542
this,classroom,99
the,drumstick,35
the,fairgrounds,143
the,webster,116
the,inequities,139
the,debtor,280
an,aviation,169
a,topcoat,26
this,separation,156
the,opinion,1842
a,beatnik,25
the,turbulence,220
the,semen,93
the,pasta,748
the,assembler,23
the,paste,133
a,scarcity,130
the,separatist,150
a,pasty,31
the,basilisk,44
a,great-grandmother,30
the,floodwater,31
the,inmate,309
the,semis,54
the,helium,110
a,cancer,884
the,triceps,67
the,pasha,69
a,paisley,45
the,franchiser,25
a,downturn,335
the,gaffer,55
a,harassment,36
an,eigenvalue,61
the,projector,328
a,romance,462
the,pinkie,24
a,geneva,24
this,enterprise,145
the,mommy,91
a,dutch,655
the,doings,93
a,fingernail,149
this,ability,398
the,fugue,34
the,genera,33
the,paseo,30
the,hadith,63
the,brittle,171
a,chunk,874
a,flock,800
a,chump,56
the,set-up,99
the,rainstorm,31
a,mortal,349
the,quivering,100
a,golfer,265
this,compelling,25
this,month,9859
a,monte,38
a,textile,211
the,churn,34
the,demography,41
a,cul-de-sac,125
a,float,163
an,azure,36
the,homecoming,197
a,sense,22696
a,title,1157
a,patsy,80
the,flange,45
a,floor,799
a,flood,1444
the,annunciation,127
a,patty,27
the,chute,395
a,toaster,141
the,dismay,212
a,packaging,38
a,telecom,43
the,mortar,229
the,capuchin,31
a,married,1143
